Country Name,Country Code,Region,IncomeGroup,Year,Tourists
Haiti,HTI,Latin America & Caribbean,Lower middle income,1997,387000.0
Hungary,HUN,Europe & Central Asia,High income,1997,37315000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,1997,5185000.0
India,IND,South Asia,Lower middle income,1997,2374000.0
Ireland,IRL,Europe & Central Asia,High income,1997,5587000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1997,764000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,1997,15000.0
Iceland,ISL,Europe & Central Asia,High income,1997,223000.0
Israel,ISR,Middle East & North Africa,High income,1997,2295000.0
Italy,ITA,Europe & Central Asia,High income,1997,57998000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1997,1904000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,1997,3068000.0
Japan,JPN,East Asia & Pacific,High income,1997,4218000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1997,284000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1997,1001000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,1997,219000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1997,194000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,1997,3908000.0
Kuwait,KWT,Middle East & North Africa,High income,1997,1638000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1997,463000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,1997,558000.0
Libya,LBY,Middle East & North Africa,Upper middle income,1997,913000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1997,563000.0
Liechtenstein,LIE,Europe & Central Asia,High income,1997,57000.0
Sri Lanka,LKA,South Asia,Lower middle income,1997,384000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1997,313000.0
Lithuania,LTU,Europe & Central Asia,High income,1997,3702000.0
Luxembourg,LUX,Europe & Central Asia,High income,1997,778000.0
Latvia,LVA,Europe & Central Asia,High income,1997,1842000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,1997,7000000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,1997,3203000.0
Monaco,MCO,Europe & Central Asia,High income,1997,259000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,1997,21000.0
Maldives,MDV,South Asia,Upper middle income,1997,366000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,1997,92915000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1997,6400.000095
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1997,121000.0
Mali,MLI,Sub-Saharan Africa,Low income,1997,75000.0
Malta,MLT,Middle East & North Africa,High income,1997,1238000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,1997,491000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,1997,82000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1997,695000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1997,558000.0
Malawi,MWI,Sub-Saharan Africa,Low income,1997,207000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,1997,6211000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1997,610000.0
New Caledonia,NCL,East Asia & Pacific,High income,1997,105000.0
Niger,NER,Sub-Saharan Africa,Low income,1997,68000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1997,1292000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1997,453000.0
Netherlands,NLD,Europe & Central Asia,High income,1997,7841000.0
Norway,NOR,Europe & Central Asia,High income,1997,2702000.0
Nepal,NPL,South Asia,Lower middle income,1997,422000.0
New Zealand,NZL,East Asia & Pacific,High income,1997,1497000.0
Pakistan,PAK,South Asia,Lower middle income,1997,375000.0
Panama,PAN,Latin America & Caribbean,High income,1997,504000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,1997,2223000.0
Palau,PLW,East Asia & Pacific,High income,1997,74000.0
Poland,POL,Europe & Central Asia,High income,1997,87817000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,1997,4350000.0
Portugal,PRT,Europe & Central Asia,High income,1997,10172000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1997,10955000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1997,210000.0
French Polynesia,PYF,East Asia & Pacific,High income,1997,201000.0
Romania,ROU,Europe & Central Asia,High income,1997,5149000.0
Russian Federation,RUS,Europe & Central Asia,High income,1997,17463000.0
Sudan,SDN,Sub-Saharan Africa,Low income,1997,30000.0
Singapore,SGP,East Asia & Pacific,High income,1997,7198000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1997,13800.00019
San Marino,SMR,Europe & Central Asia,High income,1997,3308000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1997,4800.000191
Suriname,SUR,Latin America & Caribbean,Upper middle income,1997,78000.0
Slovenia,SVN,Europe & Central Asia,High income,1997,974000.0
Sweden,SWE,Europe & Central Asia,High income,1997,2388000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1997,1635000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1997,1325000.0
Seychelles,SYC,Sub-Saharan Africa,High income,1997,136000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1997,2332000.0
Chad,TCD,Sub-Saharan Africa,Low income,1997,27000.0
Togo,TGO,Sub-Saharan Africa,Low income,1997,92000.0
Thailand,THA,East Asia & Pacific,Upper middle income,1997,7294000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1997,2099.999905
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1997,332000.0
Tonga,TON,East Asia & Pacific,Upper middle income,1997,29000.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1997,360000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,1997,4263000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,1997,9689000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1997,1000.0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,1997,360000.0
Uganda,UGA,Sub-Saharan Africa,Low income,1997,175000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,1997,14743000.0
Uruguay,URY,Latin America & Caribbean,High income,1997,2463000.0
United States,USA,North America,High income,1997,82525000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1997,960000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1997,200000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,1997,933000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,1997,244000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1997,2128000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,1997,1716000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1997,81000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1997,5170000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1997,341000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1997,1336000.0
Aruba,ABW,Latin America & Caribbean,High income,1998,906000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,52000.0
Albania,ALB,Europe & Central Asia,Upper middle income,1998,184000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,1998,3012000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,1998,32000.0
American Samoa,ASM,East Asia & Pacific,High income,1998,36000.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1998,570000.0
Australia,AUS,East Asia & Pacific,High income,1998,4167000.0
Austria,AUT,Europe & Central Asia,High income,1998,17352000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1998,483000.0
Burundi,BDI,Sub-Saharan Africa,Low income,1998,15000.0
Belgium,BEL,Europe & Central Asia,High income,1998,6179000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,1998,575000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1998,160000.0
Bangladesh,BGD,South Asia,Lower middle income,1998,172000.0
Bulgaria,BGR,Europe & Central Asia,High income,1998,5240000.0
Bahrain,BHR,Middle East & North Africa,High income,1998,2898000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,1998,3348000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1998,148000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,1998,300000.0
Bermuda,BMU,North America,High income,1998,558000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1998,387000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,1998,4818000.0
Barbados,BRB,Latin America & Caribbean,High income,1998,1019000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,1998,964000.0
Bhutan,BTN,South Asia,Lower middle income,1998,6199.999809
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1998,940000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,1998,7500.0
Canada,CAN,North America,High income,1998,48064000.0
Switzerland,CHE,Europe & Central Asia,High income,1998,7185000.0
China,CHN,East Asia & Pacific,Upper middle income,1998,63478000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1998,301000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1998,53000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,1998,823000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,1998,27000.0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1998,52000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1998,1167000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,1998,1416000.0
Curacao,CUW,Latin America & Caribbean,High income,1998,437000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,1998,1275000.0
Cyprus,CYP,Europe & Central Asia,High income,1998,2357000.0
Germany,DEU,Europe & Central Asia,High income,1998,16511000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,1998,21000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,1998,312000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1998,2702000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,1998,678000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1998,511000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1998,3454000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,1998,188000.0
Spain,ESP,Europe & Central Asia,High income,1998,68068000.0
Estonia,EST,Europe & Central Asia,High income,1998,2909000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,1998,112000.0
Finland,FIN,Europe & Central Asia,High income,1998,2644000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,1998,499000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1998,13399.99962
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1998,274000.0
United Kingdom,GBR,Europe & Central Asia,High income,1998,25745000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,1998,317000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1998,348000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,1998,23000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1998,91000.0
Greece,GRC,Europe & Central Asia,High income,1998,11364000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,1998,392000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,1998,636000.0
Guam,GUM,East Asia & Pacific,High income,1998,1137000.0
Guyana,GUY,Latin America & Caribbean,High income,1998,66000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1998,10160000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,1998,324000.0
Croatia,HRV,Europe & Central Asia,High income,1998,25499000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,1998,393000.0
Hungary,HUN,Europe & Central Asia,High income,1998,33624000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,1998,4606000.0
India,IND,South Asia,Lower middle income,1998,2359000.0
Ireland,IRL,Europe & Central Asia,High income,1998,6064000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1998,1008000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,1998,45000.0
Iceland,ISL,Europe & Central Asia,High income,1998,255000.0
Israel,ISR,Middle East & North Africa,High income,1998,2200000.0
Italy,ITA,Europe & Central Asia,High income,1998,58499000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1998,1899000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,1998,3438000.0
Japan,JPN,East Asia & Pacific,High income,1998,4106000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1998,257000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1998,894000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1998,290000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,1998,287000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1998,250000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,1998,4250000.0
Kuwait,KWT,Middle East & North Africa,High income,1998,1763000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1998,500000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,1998,631000.0
Libya,LBY,Middle East & North Africa,Upper middle income,1998,850000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1998,629000.0
Liechtenstein,LIE,Europe & Central Asia,High income,1998,59000.0
Sri Lanka,LKA,South Asia,Lower middle income,1998,409000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1998,290000.0
Lithuania,LTU,Europe & Central Asia,High income,1998,4287000.0
Luxembourg,LUX,Europe & Central Asia,High income,1998,789000.0
Latvia,LVA,Europe & Central Asia,High income,1998,1788000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,1998,6949000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,1998,3267000.0
Monaco,MCO,Europe & Central Asia,High income,1998,278000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,1998,19000.0
Maldives,MDV,South Asia,Upper middle income,1998,396000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,1998,95214000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1998,6400.000095
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1998,157000.0
Mali,MLI,Sub-Saharan Africa,Low income,1998,83000.0
Malta,MLT,Middle East & North Africa,High income,1998,1326000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,1998,478000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,1998,197000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1998,490000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1998,579000.0
Malawi,MWI,Sub-Saharan Africa,Low income,1998,220000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,1998,5551000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1998,681000.0
New Caledonia,NCL,East Asia & Pacific,High income,1998,104000.0
Niger,NER,Sub-Saharan Africa,Low income,1998,41000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1998,1357000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1998,483000.0
Netherlands,NLD,Europe & Central Asia,High income,1998,9312000.0
Norway,NOR,Europe & Central Asia,High income,1998,3256000.0
Nepal,NPL,South Asia,Lower middle income,1998,464000.0
New Zealand,NZL,East Asia & Pacific,High income,1998,1485000.0
Pakistan,PAK,South Asia,Lower middle income,1998,429000.0
Panama,PAN,Latin America & Caribbean,High income,1998,529000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,1998,2149000.0
Palau,PLW,East Asia & Pacific,High income,1998,64000.0
Poland,POL,Europe & Central Asia,High income,1998,88592000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,1998,4671000.0
Portugal,PRT,Europe & Central Asia,High income,1998,11295000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1998,9818000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1998,200000.0
French Polynesia,PYF,East Asia & Pacific,High income,1998,211000.0
Romania,ROU,Europe & Central Asia,High income,1998,4831000.0
Russian Federation,RUS,Europe & Central Asia,High income,1998,16188000.0
Sudan,SDN,Sub-Saharan Africa,Low income,1998,36000.0
Singapore,SGP,East Asia & Pacific,High income,1998,6242000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1998,15800.00019
San Marino,SMR,Europe & Central Asia,High income,1998,3264000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1998,5599.999905
Suriname,SUR,Latin America & Caribbean,Upper middle income,1998,70000.0
Slovenia,SVN,Europe & Central Asia,High income,1998,977000.0
Sweden,SWE,Europe & Central Asia,High income,1998,2573000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1998,986000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1998,1339000.0
Seychelles,SYC,Sub-Saharan Africa,High income,1998,134000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1998,2464000.0
Chad,TCD,Sub-Saharan Africa,Low income,1998,41000.0
Togo,TGO,Sub-Saharan Africa,Low income,1998,69000.0
Thailand,THA,East Asia & Pacific,Upper middle income,1998,7843000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1998,3200.000048
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1998,380000.0
Tonga,TON,East Asia & Pacific,Upper middle income,1998,35000.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1998,377000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,1998,4718000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,1998,9753000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1998,1000.0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,1998,482000.0
Uganda,UGA,Sub-Saharan Africa,Low income,1998,195000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,1998,12003000.0
Uruguay,URY,Latin America & Caribbean,High income,1998,2324000.0
United States,USA,North America,High income,1998,74767000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1998,811000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1998,202000.0
